1789716900.002283 server started (2187779): version 3.4, socket /tmp/tmux-1008/default, protocol 8
1789716900.002296 on Linux 7.0.0-28-generic #28~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Jul  1 15:50:57 UTC 2
1789716900.002301 using libevent 2.1.12-stable poll
1789716900.002303 using ncurses 6.4 20240113
1789716900.034967 cmd_find_best_session: 0 sessions to try
1789716900.034968 cmd_find_best_session: 0 sessions to try
1789716900.034970 key_bindings_add: 0x20000010e1a9 C-Down = send-keys -X scroll-down
1789716900.034973 cmd_find_best_session: 0 sessions to try
1789716900.034975 cmdq_next <global>: [key_bindings_init_done/0x60e0800bdba0] (1), flags 0
1789716900.034993 cmdq_next <global>: exit (empty)
1789716900.034996 cmdq_next <global>: empty
1789716900.035034 peer 0x60e0800bf1f0 message 110
1789716900.035039 client 0x60e0800be6e0 IDENTIFY_STDOUT 9
1789716900.035041 peer 0x60e0800bf1f0 message 107
1789716900.035043 client 0x60e0800be6e0 IDENTIFY_CLIENTPID 2187777
1789716900.035044 peer 0x60e0800bf1f0 message 105
1789716900.035046 client 0x60e0800be6e0 IDENTIFY_ENVIRON SHELL=/bin/sh
1789716900.035049 peer 0x60e0800bf1f0 message 105
1789716900.035050 client 0x60e0800be6e0 IDENTIFY_ENVIRON COLORTERM=truecolor
1789716900.035052 peer 0x60e0800bf1f0 message 105
1789716900.035054 client 0x60e0800be6e0 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.138.0
1789716900.035055 peer 0x60e0800bf1f0 message 105
1789716900.035058 client 0x60e0800be6e0 IDENTIFY_ENVIRON COPILOT_DEBUG_NONCE=35ee22aaf5f786186f0daebda59c6b67
1789716900.035059 peer 0x60e0800bf1f0 message 105
1789716900.035062 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_EXE=/home/zezheng/miniconda3/bin/conda
1789716900.035063 peer 0x60e0800bf1f0 message 105
1789716900.035065 client 0x60e0800be6e0 IDENTIFY_ENVIRON _CE_M=
1789716900.035067 peer 0x60e0800bf1f0 message 105
1789716900.035069 client 0x60e0800be6e0 IDENTIFY_ENVIRON PWD=/home/zezheng/Cbetter
1789716900.035070 peer 0x60e0800bf1f0 message 105
1789716900.035072 client 0x60e0800be6e0 IDENTIFY_ENVIRON LOGNAME=zezheng
1789716900.035074 peer 0x60e0800bf1f0 message 105
1789716900.035076 client 0x60e0800be6e0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1789716900.035078 peer 0x60e0800bf1f0 message 105
1789716900.035079 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_PREFIX=/home/zezheng/miniconda3/envs/cbetter
1789716900.035081 peer 0x60e0800bf1f0 message 105
1789716900.035083 client 0x60e0800be6e0 IDENTIFY_ENVIRON VSCODE_GIT_ASKPASS_NODE=/home/zezheng/.vscode-server/cli/servers/Stable-7debcd0e2acdea1c52de81bf9ee1620444407dda/server/node
1789716900.035085 peer 0x60e0800bf1f0 message 105
1789716900.035087 client 0x60e0800be6e0 IDENTIFY_ENVIRON HOME=/home/zezheng
1789716900.035091 peer 0x60e0800bf1f0 message 105
1789716900.035093 client 0x60e0800be6e0 IDENTIFY_ENVIRON LANG=zh_CN.UTF-8
1789716900.035096 peer 0x60e0800bf1f0 message 105
1789716900.035107 client 0x60e0800be6e0 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1789716900.035110 peer 0x60e0800bf1f0 message 105
1789716900.035112 client 0x60e0800be6e0 IDENTIFY_ENVIRON VLLM_USE_FLASHINFER_SAMPLER=0
1789716900.035114 peer 0x60e0800bf1f0 message 105
1789716900.035115 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_PROMPT_MODIFIER=(cbetter) 
1789716900.035117 peer 0x60e0800bf1f0 message 105
1789716900.035120 client 0x60e0800be6e0 IDENTIFY_ENVIRON GIT_ASKPASS=/home/zezheng/.vscode-server/cli/servers/Stable-7debcd0e2acdea1c52de81bf9ee1620444407dda/server/extensions/git/dist/askpass.sh
1789716900.035121 peer 0x60e0800bf1f0 message 105
1789716900.035123 client 0x60e0800be6e0 IDENTIFY_ENVIRON SSH_CONNECTION=10.250.212.69 58646 10.249.47.58 22
1789716900.035125 peer 0x60e0800bf1f0 message 105
1789716900.035127 client 0x60e0800be6e0 IDENTIFY_ENVIRON VSCODE_GIT_ASKPASS_EXTRA_ARGS=
1789716900.035129 peer 0x60e0800bf1f0 message 105
1789716900.035131 client 0x60e0800be6e0 IDENTIFY_ENVIRON VSCODE_PYTHON_AUTOACTIVATE_GUARD=1
1789716900.035132 peer 0x60e0800bf1f0 message 105
1789716900.035134 client 0x60e0800be6e0 IDENTIFY_ENVIRON _CONDA_EXE=/home/zezheng/miniconda3/bin/conda
1789716900.035136 peer 0x60e0800bf1f0 message 105
1789716900.035137 client 0x60e0800be6e0 IDENTIFY_ENVIRON LESSCLOSE=/usr/bin/lesspipe %s %s
1789716900.035139 peer 0x60e0800bf1f0 message 105
1789716900.035141 client 0x60e0800be6e0 IDENTIFY_ENVIRON _CONDA_ROOT=/home/zezheng/miniconda3
1789716900.035143 peer 0x60e0800bf1f0 message 105
1789716900.035145 client 0x60e0800be6e0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1789716900.035146 peer 0x60e0800bf1f0 message 105
1789716900.035148 client 0x60e0800be6e0 IDENTIFY_ENVIRON TERM=xterm-256color
1789716900.035149 peer 0x60e0800bf1f0 message 105
1789716900.035151 client 0x60e0800be6e0 IDENTIFY_ENVIRON _CE_CONDA=
1789716900.035153 peer 0x60e0800bf1f0 message 105
1789716900.035155 client 0x60e0800be6e0 IDENTIFY_ENVIRON LESSOPEN=| /usr/bin/lesspipe %s
1789716900.035156 peer 0x60e0800bf1f0 message 105
1789716900.035158 client 0x60e0800be6e0 IDENTIFY_ENVIRON USER=zezheng
1789716900.035160 peer 0x60e0800bf1f0 message 105
1789716900.035163 client 0x60e0800be6e0 IDENTIFY_ENVIRON VSCODE_GIT_IPC_HANDLE=/run/user/1008/vscode-git-0774f1d1c3.sock
1789716900.035165 peer 0x60e0800bf1f0 message 105
1789716900.035168 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_SHLVL=2
1789716900.035169 peer 0x60e0800bf1f0 message 105
1789716900.035171 client 0x60e0800be6e0 IDENTIFY_ENVIRON SHLVL=1
1789716900.035172 peer 0x60e0800bf1f0 message 105
1789716900.035174 client 0x60e0800be6e0 IDENTIFY_ENVIRON XDG_SESSION_ID=9489
1789716900.035176 peer 0x60e0800bf1f0 message 105
1789716900.035178 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_PYTHON_EXE=/home/zezheng/miniconda3/bin/python
1789716900.035180 peer 0x60e0800bf1f0 message 105
1789716900.035182 client 0x60e0800be6e0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1008
1789716900.035183 peer 0x60e0800bf1f0 message 105
1789716900.035185 client 0x60e0800be6e0 IDENTIFY_ENVIRON SSH_CLIENT=10.250.212.69 58646 22
1789716900.035187 peer 0x60e0800bf1f0 message 105
1789716900.035189 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_DEFAULT_ENV=cbetter
1789716900.035191 peer 0x60e0800bf1f0 message 105
1789716900.035193 client 0x60e0800be6e0 IDENTIFY_ENVIRON VSCODE_GIT_ASKPASS_MAIN=/home/zezheng/.vscode-server/cli/servers/Stable-7debcd0e2acdea1c52de81bf9ee1620444407dda/server/extensions/git/dist/askpass-main.js
1789716900.035195 peer 0x60e0800bf1f0 message 105
1789716900.035197 client 0x60e0800be6e0 IDENTIFY_ENVIRON XDG_DATA_DIRS=/usr/local/share:/usr/share:/var/lib/snapd/desktop
1789716900.035199 peer 0x60e0800bf1f0 message 105
1789716900.035201 client 0x60e0800be6e0 IDENTIFY_ENVIRON BROWSER=/home/zezheng/.vscode-server/cli/servers/Stable-7debcd0e2acdea1c52de81bf9ee1620444407dda/server/bin/helpers/browser.sh
1789716900.035203 peer 0x60e0800bf1f0 message 105
1789716900.035208 client 0x60e0800be6e0 IDENTIFY_ENVIRON PATH=/home/zezheng/miniconda3/envs/cbetter/bin:/home/zezheng/miniconda3/condabin:/home/zezheng/.vscode-server/data/User/globalStorage/github.copilot-chat/debugCommand:/home/zezheng/.vscode-server/data/User/globalStorage/github.copilot-chat/copilotCli:/home/zezheng/.vscode-server/cli/servers/Stable-7debcd0e2acdea1c52de81bf9ee1620444407dda/server/bin/remote-cli:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin
1789716900.035211 peer 0x60e0800bf1f0 message 105
1789716900.035212 client 0x60e0800be6e0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1008/bus
1789716900.035214 peer 0x60e0800bf1f0 message 105
1789716900.035216 client 0x60e0800be6e0 IDENTIFY_ENVIRON CONDA_PREFIX_1=/home/zezheng/miniconda3
1789716900.035217 peer 0x60e0800bf1f0 message 105
1789716900.035220 client 0x60e0800be6e0 IDENTIFY_ENVIRON TERM_PROGRAM=vscode
1789716900.035221 peer 0x60e0800bf1f0 message 105
1789716900.035223 client 0x60e0800be6e0 IDENTIFY_ENVIRON VSCODE_IPC_HOOK_CLI=/run/user/1008/vscode-ipc-d8bd1334-3a02-46d4-b216-09d4af201dbe.sock
1789716900.035225 peer 0x60e0800bf1f0 message 105
1789716900.035227 client 0x60e0800be6e0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1789716900.035228 peer 0x60e0800bf1f0 message 106
1789716900.035230 client 0x60e0800be6e0 name is /dev/pts/0
1789716900.035234 tty_resize: /dev/pts/0 now 74x25 (7x17)
1789716900.035237 cmdq_append </dev/pts/0>: [cfg_client_done/0x60e0800b12d0]
1789716900.035240 cmdq_append <global>: [cfg_done/0x60e0800899d0]
1789716900.035242 cmdq_next <global>: enter
1789716900.035244 cmdq_next <global>: [cfg_done/0x60e0800899d0] (1), flags 0
1789716900.035246 cmdq_next <global>: exit (empty)
1789716900.035248 cmdq_next </dev/pts/0>: enter
1789716900.035249 cmdq_next </dev/pts/0>: [cfg_client_done/0x60e0800b12d0] (1), flags 0
1789716900.035251 unref client 0x60e0800be6e0 (2 references)
1789716900.035253 cmdq_next </dev/pts/0>: exit (empty)
1789716900.035254 cmdq_next <global>: empty
1789716900.035255 cmdq_next </dev/pts/0>: empty
1789716900.035274 peer 0x60e0800bf1f0 message 200
1789716900.035279 cmd_parse_build_commands 0:0: new-session
1789716900.035282 args_parse: flags end at 1 of 1
1789716900.035284 cmd_parse_build_commands: new-session
1789716900.035288 cmdq_get_command: [new-session/0x60e0800b12d0] group 2709
1789716900.035290 cmdq_append </dev/pts/0>: [new-session/0x60e0800b12d0]
1789716900.035292 cmdq_append </dev/pts/0>: [server_client_command_done/0x60e0800b5740]
1789716900.035294 cmdq_next <global>: empty
1789716900.035296 cmdq_next </dev/pts/0>: enter
1789716900.035298 cmdq_next </dev/pts/0>: [new-session/0x60e0800b12d0] (0), flags 0
1789716900.035300 message: /dev/pts/0 command: new-session
1789716900.035303 cmd_find_best_session: 0 sessions to try
1789716900.035304 cmd_find_current_client: no target, return (nil)
1789716900.035306 cmd_find_best_session: 0 sessions to try
1789716900.035310 cmd_find_target: target none, type session, item 0x60e0800b12d0, flags QUIET,CANFAIL
1789716900.035313 cmd_find_best_session: 0 sessions to try
1789716900.035314 cmd_find_target: error
1789716900.035318 adding term xterm-256color
1789716900.035498 adding terminal features clipboard:ccolour:cstyle:focus:title
1789716900.035503 adding terminal feature: clipboard
1789716900.035505 adding terminal feature: ccolour
1789716900.035506 adding terminal feature: cstyle
1789716900.035507 adding terminal feature: focus
1789716900.035509 adding terminal feature: title
1789716900.035514 SIXEL flag is 0
1789716900.035516 RGBCOLOURS flag is 0
1789716900.035518 DECSLRM flag is 0
1789716900.035519 DECFRA flag is 0
1789716900.035521 NOAM flag is 0
1789716900.035523 adding terminal features bpaste,focus,title
1789716900.035524 adding terminal feature: bpaste
1789716900.035526 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1789716900.035528 applying terminal feature: bpaste
1789716900.035529 adding capability: Enbp=\\E[?2004h
1789716900.035532 adding capability: Dsbp=\\E[?2004l
1789716900.035534 applying terminal feature: ccolour
1789716900.035536 adding capability: Cs=\\E]12;%p1%s\\a
1789716900.035538 adding capability: Cr=\\E]112\\a
1789716900.035540 applying terminal feature: clipboard
1789716900.035542 adding capability: Ms=\\E]52;%p1%s;%p2%s\\a
1789716900.035544 applying terminal feature: cstyle
1789716900.035546 adding capability: Ss=\\E[%p1%d q
1789716900.035548 adding capability: Se=\\E[2 q
1789716900.035550 applying terminal feature: focus
1789716900.035552 adding capability: Enfcs=\\E[?1004h
1789716900.035554 adding capability: Dsfcs=\\E[?1004l
1789716900.035556 applying terminal feature: title
1789716900.035557 adding capability: tsl=\\E]0;
1789716900.035559 adding capability: fsl=\\a
1789716900.035562 SIXEL flag is 0
1789716900.035563 RGBCOLOURS flag is 0
1789716900.035565 DECSLRM flag is 0
1789716900.035566 DECFRA flag is 0
1789716900.035567 NOAM flag is 0
1789716900.035570 xterm-256color   0: acsc: (string) ``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1789716900.035572 xterm-256color   1: am: (flag) true
1789716900.035574 xterm-256color   2: AX: (flag) true
1789716900.035575 xterm-256color   3: bce: (flag) true
1789716900.035577 xterm-256color   4: bel: (string) \\a
1789716900.035579 xterm-256color   5: Bidi: [missing]
1789716900.035580 xterm-256color   6: blink: (string) \\033[5m
1789716900.035582 xterm-256color   7: bold: (string) \\033[1m
1789716900.035584 xterm-256color   8: civis: (string) \\033[?25l
1789716900.035585 xterm-256color   9: clear: (string) \\033[H\\033[2J
1789716900.035587 xterm-256color  10: Clmg: [missing]
1789716900.035588 xterm-256color  11: Cmg: [missing]
1789716900.035590 xterm-256color  12: cnorm: (string) \\033[?12l\\033[?25h
1789716900.035592 xterm-256color  13: colors: (number) 256
1789716900.035594 xterm-256color  14: Cr: (string) \\033]112\\a
1789716900.035595 xterm-256color  15: Cs: (string) \\033]12;%p1%s\\a
1789716900.035597 xterm-256color  16: csr: (string) \\033[%i%p1%d;%p2%dr
1789716900.035599 xterm-256color  17: cub: (string) \\033[%p1%dD
1789716900.035601 xterm-256color  18: cub1: (string) \\b
1789716900.035603 xterm-256color  19: cud: (string) \\033[%p1%dB
1789716900.035604 xterm-256color  20: cud1: (string) \\n
1789716900.035605 xterm-256color  21: cuf: (string) \\033[%p1%dC
1789716900.035610 xterm-256color  22: cuf1: (string) \\033[C
1789716900.035612 xterm-256color  23: cup: (string) \\033[%i%p1%d;%p2%dH
1789716900.035614 xterm-256color  24: cuu: (string) \\033[%p1%dA
1789716900.035615 xterm-256color  25: cuu1: (string) \\033[A
1789716900.035617 xterm-256color  26: cvvis: (string) \\033[?12;25h
1789716900.035619 xterm-256color  27: dch: (string) \\033[%p1%dP
1789716900.035620 xterm-256color  28: dch1: (string) \\033[P
1789716900.035622 xterm-256color  29: dim: (string) \\033[2m
1789716900.035623 xterm-256color  30: dl: (string) \\033[%p1%dM
